Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Species	Comments
228	Spectrogram 1	1	256600.465484370	256601.590866650	1.1254	2812.500	6000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_030000.wav	40.4655	PWR04_20210312_030000.wav	M	
229	Spectrogram 1	1	256606.030730987	256606.261973921	0.2312	3000.000	4937.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_030000.wav	46.0307	PWR04_20210312_030000.wav	M	
230	Spectrogram 1	1	256640.842154805	256641.366305456	0.5242	2312.500	4625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_031000.wav	20.8422	PWR04_20210312_031000.wav	M	
231	Spectrogram 1	1	256641.612964585	256642.245028606	0.6321	3187.500	5750.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_031000.wav	21.6130	PWR04_20210312_031000.wav	M	
232	Spectrogram 1	1	256652.846783830	256653.432599263	0.5858	3937.500	5375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_031000.wav	32.8468	PWR04_20210312_031000.wav	M	
233	Spectrogram 1	1	256653.509680242	256654.665894913	1.1562	3437.500	6937.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_031000.wav	33.5097	PWR04_20210312_031000.wav	M	
234	Spectrogram 1	1	256654.897137847	256655.791277193	0.8941	3562.500	6062.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_031000.wav	34.8971	PWR04_20210312_031000.wav	M	
235	Spectrogram 1	1	256679.415130353	256679.939281004	0.5242	4125.000	5687.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_031000.wav	59.4151	PWR04_20210312_031000.wav	M	
236	Spectrogram 1	1	274747.954756937	274748.802647696	0.8479	3312.500	5500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_053000.wav	7.9547	PWR04_20210314_053000.wav	M	
237	Spectrogram 1	1	274748.895144870	274749.403879325	0.5087	3500.000	6000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_053000.wav	8.8951	PWR04_20210314_053000.wav	M	
238	Spectrogram 1	1	274750.637174974	274751.238406603	0.6012	3375.000	5250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_053000.wav	10.6372	PWR04_20210314_053000.wav	M	
239	Spectrogram 1	1	274751.253822799	274752.132545949	0.8787	3062.500	6000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_053000.wav	11.2538	PWR04_20210314_053000.wav	M	
240	Spectrogram 1	1	274752.163378340	274753.227095838	1.0637	2937.500	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_053000.wav	12.1634	PWR04_20210314_053000.wav	M	
241	Spectrogram 1	1	274760.455720795	274760.979871446	0.5242	3062.500	4750.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_053000.wav	20.4557	PWR04_20210314_053000.wav	M	
242	Spectrogram 1	1	274762.953144484	274763.492711331	0.5396	3500.000	5437.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_053000.wav	22.9531	PWR04_20210314_053000.wav	M	
243	Spectrogram 1	1	274764.263521112	274764.880168936	0.6166	3250.000	5937.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_053000.wav	24.2635	PWR04_20210314_053000.wav	M	
244	Spectrogram 1	1	274765.080579479	274765.589313935	0.5087	3562.500	6250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_053000.wav	25.0806	PWR04_20210314_053000.wav	M	
245	Spectrogram 1	1	274768.749634036	274769.150455122	0.4008	3375.000	5312.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_053000.wav	28.7496	PWR04_20210314_053000.wav	M	
246	Spectrogram 1	1	274797.986178186	274798.340750685	0.3546	3562.500	5125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_053000.wav	57.9862	PWR04_20210314_053000.wav	M	
247	Spectrogram 1	1	274798.818652749	274799.481549161	0.6629	2875.000	5687.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_053000.wav	58.8187	PWR04_20210314_053000.wav	M	
248	Spectrogram 1	1	274820.291842455	274820.831409301	0.5396	3625.000	5062.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_054000.wav	20.2918	PWR04_20210314_054000.wav	M	
249	Spectrogram 1	1	274855.063092497	274855.633491735	0.5704	3937.500	5375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_054000.wav	55.0631	PWR04_20210314_054000.wav	M	
250	Spectrogram 1	1	274855.895567061	274856.481382494	0.5858	3750.000	5875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_054000.wav	55.8956	PWR04_20210314_054000.wav	M	
251	Spectrogram 1	1	274854.708519998	274855.217254454	0.5087	125.000	1375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_054000.wav	54.7085	PWR04_20210314_054000.wav	U	
252	Spectrogram 1	1	274855.695156518	274856.203890973	0.5087	125.000	1312.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210314_054000.wav	55.6952	PWR04_20210314_054000.wav	U	
253	Spectrogram 1	1	289507.686481800	289508.118135277	0.4317	3812.500	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210315_223000.wav	7.6865	PWR04_20210315_223000.wav	M	
254	Spectrogram 1	1	298148.358469596	298149.252608941	0.8941	2187.500	6250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210316_223000.wav	8.3585	PWR04_20210316_223000.wav	M	
255	Spectrogram 1	1	299193.282941333	299193.683762419	0.4008	3750.000	5125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210317_012000.wav	33.2830	PWR04_20210317_012000.wav	M	
256	Spectrogram 1	1	299194.146248287	299194.516236982	0.3700	3687.500	5750.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210317_012000.wav	34.1463	PWR04_20210317_012000.wav	M	
257	Spectrogram 1	1	299197.568643714	299197.923216213	0.3546	3000.000	5062.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210317_012000.wav	37.5686	PWR04_20210317_012000.wav	M	
258	Spectrogram 1	1	299198.046545778	299199.079430884	1.0329	2375.000	6875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210317_012000.wav	38.0465	PWR04_20210317_012000.wav	M	AI
259	Spectrogram 1	1	299199.341506209	299200.513137076	1.1716	2562.500	7062.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210317_012000.wav	39.3415	PWR04_20210317_012000.wav	M	
260	Spectrogram 1	1	300657.534646154	300658.336288326	0.8016	3062.500	5187.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210317_052000.wav	57.5347	PWR04_20210317_052000.wav	M	
261	Spectrogram 1	1	300658.428785500	300659.245843868	0.8171	2875.000	5250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210317_052000.wav	58.4288	PWR04_20210317_052000.wav	M	
262	Spectrogram 1	1	300722.419467712	300722.835704993	0.4162	4562.500	5750.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210317_054000.wav	2.4195	PWR04_20210317_054000.wav	M	
263	Spectrogram 1	1	307311.761551730	307312.116124229	0.3546	3875.000	5375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210317_235000.wav	51.7615	PWR04_20210317_235000.wav	M	
264	Spectrogram 1	1	307448.775040211	307449.515017600	0.7400	3125.000	5875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210318_002000.wav	8.7750	PWR04_20210318_002000.wav	M	
265	Spectrogram 1	1	307449.730844339	307450.609567489	0.8787	2312.500	6875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210318_002000.wav	9.7308	PWR04_20210318_002000.wav	M	
266	Spectrogram 1	1	307450.748313249	307451.149134335	0.4008	3125.000	5125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210318_002000.wav	10.7483	PWR04_20210318_002000.wav	M	
267	Spectrogram 1	1	324309.349901807	324310.012798219	0.6629	3500.000	5500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210319_231000.wav	9.3499	PWR04_20210319_231000.wav	M	
268	Spectrogram 1	1	324310.151543979	324310.799024195	0.6475	3750.000	6750.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210319_231000.wav	10.1515	PWR04_20210319_231000.wav	M	
269	Spectrogram 1	1	324597.241780105	324597.688849777	0.4471	4062.500	6125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210319_235000.wav	57.2418	PWR04_20210319_235000.wav	M	
270	Spectrogram 1	1	324598.089670863	324598.845064448	0.7554	4250.000	6875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210319_235000.wav	58.0897	PWR04_20210319_235000.wav	M	
